Unnamed: 9,Unnamed: 10,Unnamed: 11,Printed 03/10/2024 09:25:03,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,
,,,Page 1 of 12,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,EFTPOS,,,,,53.980000000000004,
,,,,,,,
,,,,,,,
2022-12-19 11:46:26,,,201,616809,TRACEY LANGE,,
,,,,,,,
,BURLEIGH BIGHEAD MID STUB 6PK,,,,,24.990000000000002,
6311300,,MATSOS ALC GINGER BEER CAN 6PK,,,,,27.990000000000002
,,,,,,,
8337,,-2.99  P43 1 FOR $25.00,,,,,
,,,,,,,
,,,,,,,
8337,,P43 1 FOR $25.00,,,,,-2.99
,,,,,,,
,GST Subtotal,,,,,49.99,
,,,,,,,
,,,,,,,
,GST Amount,,,,,4.54,
,,,,,,,
,EFTPOS,,,,,49.99,
,,,,,,,
,,,,,,,
2022-12-19 11:48:48,,,201,616810,TODD K,,
,,,,,,,
6311209,,CRUISER 600ML BTL SGL,,,,,9.0
,,,,,,,
8898,,1.00  CRUISER TALLIES 2 FOR $20,,,,,
,,,,,,,
,,,,,,,
,-0.45  SKIRMISH/BSHOP : .00,,,,,,
,,,,,,,
6311209,,CRUISER 600ML BTL SGL,,,,,9.0
,,,,,,,
,,,,,,,
,1.00  CRUISER TALLIES 2 FOR $20,,,,,,
,-0.45  SKIRMISH/BSHOP : .00,,,,,,
,XXXX GOLD CAN 6PK,,,,,10.0,
,,,,,,,
,-0.50  SKIRMISH/BSHOP : .00,,,,,,
,,,,,,,
6310493,,WSTOCK 6% TALLIE EACH,,,,,10.0
,,,,,,,
,-0.60  SKIRMISH/BSHOP : .00,,,,,,
,,,,,,,
,SKIRMISH/BSHOP : .00,,,,,-2.0,
,,,,,,,
8898,,CRUISER TALLIES 2 FOR $20,,,,,2.0
,,,,,,,
,,,,,,,
,GST Subtotal,,,,,38.0,
,,,,,,,
,GST Amount,,,,,3.45,
,,,,,,,
VOID,,,,,,,
,,,,,,,
6020035,,XXXX GOLD CAN 6PK,,,,,10.0
,,,,,,,
VOID,,,,,,,
,,,,,,,
,SKIRMISH/BSHOP : .00,,,,,-2.0,
,,,,,,,
,EFTPOS,,,,,38.0,
,,,,,,,
,,,,,,,
2022-12-19 11:49:31,,,201,616811,TODD K,,
,,,,,,,
6040640,,BALTER HAZY CAN CTN,,,,,69.99
,,,,,,,
6911,,-19.99  P51 1 FOR $50.00,,,,,
,,,,,,,
,,,,,,,
6911,,P51 1 FOR $50.00,,,,,-19.990000000000002
,,,,,,,
,GST Subtotal,,,,,50.0,
,,,,,,,
,GST Amount,,,,,4.55,
,,,,,,,
,CASH,,,,,50.0,
,,,,,,,
,,,,,,,
2022-12-19 11:51:07,,,201,616812,TODD K,,
,,,,,,,
6310531,,WTURKEY 101 CAN EA,,,,,10.0
,,,,,,,
,GST Subtotal,,,,,10.0,
,,,,,,,
,,,,,,,
,GST Amount,,,,,0.91,
,,,,,,,
,EFTPOS,,,,,10.0,
,,,,,,,
,,,,,,,
2022-12-19 11:57:16,,,202,193095,TRACEY LANGE,,
,,,,,,,
6040048,,COOPERS PALE 750ML TALLIE EA,,,,,7.0
,,,,,,,
,10% Item Discount 4,,,,,-0.7000000000000001,
,,,,,,,
,GST Subtotal,,,,,6.3,
,,,,,,,
,GST Amount,,,,,0.5700000000000001,
,,,,,,,
,CASH,,,,,6.3,
,,,,,,,
,,,,,,,
,,,,,,,
2022-12-19 12:04:22,,,201,616813,TODD K,,
,,,,,,,
6310069,,BUNDY BARE/COLA 6PK,,,,,28.990000000000002
,,,,,,,
8884,,-4.00  BUNDY 6PKS $24.99,,,,,
,,,,,,,
6310231,,JBEAM ZERO CAN 6PK,,,,,28.990000000000002
,,,,,,,
6310232,,JBEAM ZERO CAN EA,,,,,6.5
,,,,,,,
8884,,BUNDY 6PKS $24.99,,,,,-4.0
,,,,,,,
,GST Subtotal,,,,,60.480000000000004,
,,,,,,,
,,,,,,,
,GST Amount,,,,,5.5,
,,,,,,,
,EFTPOS,,,,,60.480000000000004,
,,,,,,,
,,,,,,,
