Unnamed: 9,Unnamed: 10,Unnamed: 11,Printed 03/10/2024 09:26:52,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,
,,,Page 1 of 22,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,P51 1 FOR $53.90,,,,,-7.09,
,GST Subtotal,,,,,53.9,
,,,,,,,
,GST Amount,,,,,4.9,
,,,,,,,
VOID,,,,,,,
,,,,,,,
6030073,,GREAT NTHN MID STUB CTN,,,,,53.99
,,,,,,,
VOID,,,,,,,
,,,,,,,
,SKIRMISH/BSHOP,,,,,-5.99,
,,,,,,,
,CASH,,,,,60.0,
,,,,,,,
,,,,,,,
,Change,,,,,6.1000000000000005,
,,,,,,,
,,,,,,,
2022-12-23 10:26:48,,,201,617405,TRACEY LANGE,,
,,,,,,,
6040237,,KROFTMANS LAGER 500ML CAN 4PK,,,,,13.99
,,,,,,,
6310070,,BUNDY BARE/COLA EA,,,,,7
,,,,,,,
6210581,,ARIANE VODKA 700ML,,,,,69.99
,,,,,,,
8909,,-13.99  ARIANE $56 TASTING SPECIAL,,,,,
,,,,,,,
8909,,ARIANE $56 TASTING SPECIAL,,,,,-13.99
,,,,,,,
,,,,,,,
,GST Subtotal,,,,,76.99,
,,,,,,,
,GST Amount,,,,,7.0,
,,,,,,,
,EFTPOS,,,,,76.99,
,,,,,,,
,,,,,,,
2022-12-23 10:31:29,,,202,193916,TRACEY LANGE,,
,,,,,,,
6310552,,WTURKEY RARE/COLA 8% CAN 4PK,,,,,29.990000000000002
,,,,,,,
,5% BSHOP L.LEGEND,,,,,-1.5,
,,,,,,,
6600082,,NOBBYS PORK CRACKLE BBQ 25G,,,,,2.5
,,,,,,,
,5% BSHOP L.LEGEND,,,,,-0.13,
,,,,,,,
,GST Subtotal,,,,,30.86,
,,,,,,,
,GST Amount,,,,,2.81,
,,,,,,,
,EFTPOS,,,,,30.86,
,,,,,,,
,,,,,,,
,,,,,,,
2022-12-23 10:32:16,,,201,617406,TRACEY LANGE,,
,,,,,,,
,ICE 5kg BAG,,,,,3.99,
6210581,,ARIANE VODKA 700ML,,,,,69.99
,,,,,,,
8909,,-13.99  ARIANE $56 TASTING SPECIAL,,,,,
,,,,,,,
8909,,ARIANE $56 TASTING SPECIAL,,,,,-13.99
,,,,,,,
,GST Subtotal,,,,,59.99,
,,,,,,,
,GST Amount,,,,,5.45,
,,,,,,,
,EFTPOS,,,,,59.99,
,,,,,,,
,,,,,,,
,,,,,,,
,,202,193917,TRACEY LANGE,,,
,,,,,,,
6310442,,UDL CAN CTN,,,,,89.99
,,,,,,,
6210145,,MAKERS 46 700ML,,,,,69.99
,,,,,,,
,GST Subtotal,,,,,159.98,
,,,,,,,
,GST Amount,,,,,14.540000000000001,
,,,,,,,
,EFTPOS,,,,,159.98,
,,,,,,,
,,,,,,,
,,,,,,,
2022-12-23 10:37:13,,,202,193918,TRACEY LANGE,,
,,,,,,,
,SAILOR JERRY RUM 700ML,,,,,46.99,
8329,,-4.99  P43 1 FOR $42.00,,,,,
,,,,,,,
8329,,P43 1 FOR $42.00,,,,,-4.99
,,,,,,,
,GST Subtotal,,,,,42.0,
,,,,,,,
,GST Amount,,,,,3.8200000000000003,
,,,,,,,
,EFTPOS,,,,,42.0,
,,,,,,,
,,,,,,,
,,,,,,,
2022-12-23 10:39:16,,,202,193919,TRACEY LANGE,,
,,,,,,,
6410156,,G BURGE 5TH GEN SHIRAZ,,,,,19.990000000000002
,,,,,,,
,-3.03  SKIRMISH/BSHOP,,,,,,
,,,,,,,
6410156,,G BURGE 5TH GEN SHIRAZ,,,,,19.990000000000002
,,,,,,,
,,,,,,,
,,,,,,,
,-3.03  SKIRMISH/BSHOP,,,,,,
,,,,,,,
6410465,,PETER LEHMANN BOND SHIRAZ,,,,,23.990000000000002
,,,,,,,
6917,,-4.99  P51 1 FOR $19.00,,,,,
,,,,,,,
,-3.64  SKIRMISH/BSHOP,,,,,,
6410066,,JACOBS CK D/BARREL SHIRAZ,,,,,26.990000000000002
,,,,,,,
6877,,-6.99  P51 1 FOR $20.00,,,,,
,,,,,,,
,-2.28  SKIRMISH/BSHOP,,,,,,
,,,,,,,
,SKIRMISH/BSHOP,,,,,-11.98,
,,,,,,,
6877,,P51 1 FOR $20.00,,,,,-6.99
,,,,,,,
,,,,,,,
6917,,P51 1 FOR $19.00,,,,,-4.99
,,,,,,,
,GST Subtotal,,,,,67.0,
,,,,,,,
,GST Amount,,,,,6.09,
,,,,,,,
VOID,,,,,,,
,,,,,,,
6410066,,JACOBS CK D/BARREL SHIRAZ,,,,,26.990000000000002
,,,,,,,
VOID,,,,,,,
,,,,,,,
6410465,,PETER LEHMANN BOND SHIRAZ,,,,,23.990000000000002
,,,,,,,
,EFTPOS,,,,,67.0,
,,,,,,,
,,,,,,,
2022-12-23 10:40:41,,,202,193920,TRACEY LANGE,,
,,,,,,,
6310513,,WSTOCK/COLA 6% 3X10CTN,,,,,129.99
,,,,,,,
,,,,,,,
,GST Subtotal,,,,,129.99,
,,,,,,,
,GST Amount,,,,,11.82,
,,,,,,,
,EFTPOS,,,,,129.99,
,,,,,,,
,,,,,,,
2022-12-23 10:41:29,,,202,193921,TRACEY LANGE,,
,,,,,,,
6310046,,BROOKVALE GINGER 330ML CAN 6PK,,,,,26.990000000000002
,,,,,,,
,-0.89  SKIRMISH/BSHOP,,,,,,
,,,,,,,
,,,,,,,
6310046,,BROOKVALE GINGER 330ML CAN 6PK,,,,,26.990000000000002
,,,,,,,
,-0.89  SKIRMISH/BSHOP,,,,,,
,,,,,,,
6020053,,GUINNESS CAN EA,,,,,6.5
,,,,,,,
,-0.21  SKIRMISH/BSHOP,,,,,,
