Unnamed: 9,Unnamed: 10,Unnamed: 11,Printed 03/10/2024 09:27:24,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,
,,,Page 1 of 29,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,-2.99  P51 1 FOR $42.00,,,,,,
6030135,,PURE BLONDE CAN CTN,,,,,59.99
,,,,,,,
6935,,P51 1 FOR $42.00,,,,,-2.99
,,,,,,,
,,,,,,,
,GST Subtotal,,,,,101.99000000000001,
,,,,,,,
,GST Amount,,,,,9.27,
,,,,,,,
,EFTPOS,,,,,101.99000000000001,
,,,,,,,
,,,,,,,
2022-12-24 09:46:06,,,202,194143,TRACEY LANGE,,
,,,,,,,
6310186,,JBEAM BLK DBL SRV 4PK,,,,,25.490000000000002
,,,,,,,
,5% BSHOP L.LEGEND,,,,,-1.27,
,,,,,,,
,,,,,,,
6510089,,VOSS WATER FROM NORWAY 800ML,,,,,5.0
,,,,,,,
,5% BSHOP L.LEGEND,,,,,-0.25,
,,,,,,,
6510036,,RED BULL CAN SGL,,,,,3.5
,,,,,,,
,5% BSHOP L.LEGEND,,,,,-0.18,
,,,,,,,
,GST Subtotal,,,,,32.29,
,,,,,,,
,GST Amount,,,,,2.94,
,,,,,,,
,EFTPOS,,,,,32.29,
,,,,,,,
,,,,,,,
,,,,,,,
2022-12-24 09:48:15,,,201,617633,TODD K,,
,,,,,,,
6310637,,SMIRN ICE D/BLK 9% CAN 4PK,,,,,24.990000000000002
,,,,,,,
6040922,,WAYWARD HAZY IPA CAN 4PK,,,,,19.990000000000002
,,,,,,,
6040922,,WAYWARD HAZY IPA CAN 4PK,,,,,19.990000000000002
,,,,,,,
6100106,,SOMERSBY APPLE CAN 10PK,,,,,24.990000000000002
,,,,,,,
6988,,-1.99  P51 1 FOR $23.00,,,,,
,,,,,,,
6311192,,CRUISER ZERO MIXED 10PK,,,,,37.99
,,,,,,,
6510097,,FEVER TREE MIXER 200ML BTL 4PK,,,,,9.99
,,,,,,,
6510097,,FEVER TREE MIXER 200ML BTL 4PK,,,,,9.99
,,,,,,,
6510075,,SCHWEPPES LEMONADE 1.1L,,,,,3.0
,,,,,,,
6210504,,MALFY GIN PINK GRPFRT 700ML,,,,,66.99
,,,,,,,
,,,,,,,
8380,,-6.99  P43 1 FOR $60.00,,,,,
,,,,,,,
6210193,,GLENLIVET FOUNDERS RESERVE 700,,,,,68.99
,,,,,,,
8380,,P43 1 FOR $60.00,,,,,-6.99
,,,,,,,
6988,,P51 1 FOR $23.00,,,,,-1.99
,,,,,,,
,GST Subtotal,,,,,277.93,
,,,,,,,
,GST Amount,,,,,25.27,
,,,,,,,
,AMEX,,,,,277.93,
,,,,,,,
,,,,,,,
2022-12-24 09:50:07,,,201,617634,TODD K,,
,,,,,,,
6311143,,BILLSONS VODKA CAN 4PK,,,,,22.990000000000002
,,,,,,,
,,,,,,,
,ROUNDING,,,,,0.01,
,,,,,,,
,GST Subtotal,,,,,22.990000000000002,
,,,,,,,
,GST Amount,,,,,2.09,
,,,,,,,
,CASH,,,,,23.0,
,,,,,,,
,,,,,,,
,,201,617635,TRACEY LANGE,,,
,,,,,,,
6500006,,ICE 5kg BAG,,,,,3.99
,,,,,,,
,,,,,,,
,GST Subtotal,,,,,3.99,
,,,,,,,
,GST Amount,,,,,0.36,
,,,,,,,
,,,,,,,
,EFTPOS,,,,,3.99,
,,,,,,,
,,,,,,,
2022-12-24 09:51:37,,,202,194144,TODD K,,
,,,,,,,
6311287,,BUNDY GINGER 4% CAN 6PK,,,,,29.990000000000002
,,,,,,,
4900,,-9.99  BUNDY 2 FOR $40,,,,,
,,,,,,,
6311287,,BUNDY GINGER 4% CAN 6PK,,,,,29.990000000000002
,,,,,,,
,,,,,,,
4900,,-9.99  BUNDY 2 FOR $40,,,,,
,,,,,,,
4900,,BUNDY 2 FOR $40,,,,,-19.98
,,,,,,,
,GST Subtotal,,,,,40.0,
,,,,,,,
,GST Amount,,,,,3.64,
,,,,,,,
,EFTPOS,,,,,40.0,
,,,,,,,
,,,,,,,
2022-12-24 09:53:47,,,201,617636,TODD K,,
,,,,,,,
6500006,,ICE 5kg BAG,,,,,3.99
,,,,,,,
6500006,,ICE 5kg BAG,,,,,3.99
,,,,,,,
,GST Subtotal,,,,,7.98,
,,,,,,,
,GST Amount,,,,,0.73,
,,,,,,,
,EFTPOS,,,,,7.98,
,,,,,,,
,,,,,,,
,,,,,,,
2022-12-24 09:57:03,,,201,617637,TODD K,,
,,,,,,,
6311231,,HARD FIZZ BLUE SELTZ CAN 4PK,,,,,19.990000000000002
,,,,,,,
8381,,-0.99  P43 1 FOR $19.00,,,,,
,,,,,,,
6310821,,HARD FIZZ EXTRA BERRY CAN 4PK,,,,,19.990000000000002
,,,,,,,
8332,,-0.99  P43 1 FOR $19.00,,,,,
,,,,,,,
6210593,,FIREBALL XMAS ORNAMENT SGL,,,,,6.0
,,,,,,,
,,,,,,,
,,,,,,,
8332,,P43 1 FOR $19.00,,,,,-0.99
,,,,,,,
8381,,P43 1 FOR $19.00,,,,,-0.99
,,,,,,,
,GST Subtotal,,,,,44.0,
,,,,,,,
,GST Amount,,,,,4.0,
,,,,,,,
,,,,,,,
,HARD FIZZ EXTRA BERRY CAN SGL,,,,,6.5,
,,,,,,,
,CASH,,,,,50.0,
,,,,,,,
,,,,,,,
,Change,,,,,6.0,
,,,,,,,
,,,,,,,
,,,,,,,
2022-12-24 09:57:34,,,201,617638,TODD K,,
,,,,,,,
6311191,,JAMESON COLA 10PK,,,,,55.99
,,,,,,,
8324,,-7.99  P43 1 FOR $48.00,,,,,
,,,,,,,
6311231,,HARD FIZZ BLUE SELTZ CAN 4PK,,,,,19.990000000000002
,,,,,,,
8381,,-0.99  P43 1 FOR $19.00,,,,,
,,,,,,,
8324,,P43 1 FOR $48.00,,,,,-7.99
,,,,,,,
,P43 1 FOR $19.00,,,,,-0.99,
,,,,,,,
,GST Subtotal,,,,,67.0,
,,,,,,,
,,,,,,,
,,,,,,,
,GST Amount,,,,,6.09,
,,,,,,,
,CASH,,,,,20.0,
,,,,,,,
,EFTPOS,,,,,47.0,
,,,,,,,
,,,,,,,
2022-12-24 09:58:11,,,201,617639,TODD K,,
,,,,,,,
6210011,,SAILOR JERRY RUM 700ML,,,,,46.99
,,,,,,,
,,,,,,,
8329,,-4.99  P43 1 FOR $42.00,,,,,
,,,,,,,
6500007,,GIFT BAG SINGLE,,,,,2.99
,,,,,,,
