"Aussie World
Idealpos   BOTTLESHOP OFFICE(256)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Journal History,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,07 Dec 2022 04:00:00 to 08 Dec 2022 03:59:59,,,,
,,,,,,,,
,,,,,,,,
Journal History Enquiry Results,,,,,,,,
,,,,,,,,
,,,,,,,,
2022-12-07 10:20:39,,,201.0,615144,TODD K,,,
,,,,,,,,
6210130,,DIMPLE SCOTCH,,,,,60.99,
,,,,,,,,
,,-5.00  SKIRMISH/BSHOP : .00,,,,,,
,,,,,,,,
,,SKIRMISH/BSHOP : .00,,,,,-5,
,,,,,,,,
,,GST Subtotal,,,,,55.99,
,,,,,,,,
,,GST Amount,,,,,5.09,
,,,,,,,,
,,EFTPOS,,,,,55.99,
,,,,,,,,
,,,,,,,,
2022-12-07 10:35:22,,,202.0,190619,TODD K,,,
,,,,,,,,
6310076,,BUNDY COLA 4.6% CAN 6PK,,,,,29.990000000000002,
,,,,,,,,
4900,,-9.99  BUNDY 2 FOR $40,,,,,,
,,,,,,,,
6310076,,BUNDY COLA 4.6% CAN 6PK,,,,,29.990000000000002,
,,,,,,,,
4900,,-9.99  BUNDY 2 FOR $40,,,,,,
,,,,,,,,2022-12-07 11:58:23
6420075,,YELLOWGLEN PINK SPARKLING,,,,,,
,,,,,,,,
,,,,,2,,23.98,
,,,,,,,,
5331,,-7.98  P49 2 FOR $8.00 EA,,,,,,
,,,,,,,,
6600082,,NOBBYS PORK CRACKLE BBQ 25G,,,,,2.5,
,,,,,,,,
4900,,BUNDY 2 FOR $40,,,,,-19.98,
,,,,,,,,
5331,,P49 2 FOR $8.00 EA,,,,,-7.98,
,,,,,,,,
,,GST Subtotal,,,,,58.5,
,,,,,,,,
,,,,,,,,
,,GST Amount,,,,,5.32,
,,,,,,,,
,,EFTPOS,,,,,58.5,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2022-12-07 10:55:48,,,202.0,190620,TODD K,,,
,,,,,,,,
6030053,,GREAT NTHN ORIGINAL STUB 6PK,,,,,19.490000000000002,
,,,,,,,,
,,GST Subtotal,,,,,19.490000000000002,
,,,,,,,,
,,GST Amount,,,,,1.77,
,,,,,,,,
,,EFTPOS,,,,,19.490000000000002,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2022-12-07 10:59:51,,,201.0,615145,TODD K,,,
,,,,,,,,
6020017,,XXXX BITTER STUB EA,,,,,5,
,,,,,,,,
,,GST Subtotal,,,,,5,
,,,,,,,,
,,GST Amount,,,,,0.45,
,,,,,,,,
,,EFTPOS,,,,,5,
,,,,,,,,
,,,,,,,,
2022-12-07 11:00:21,,,201.0,615146,TODD K,,,
,,,,,,,,
6310642,,JAMESON RAW COLA 4PK,,,,,23.990000000000002,
,,,,,,,,
,,GST Subtotal,,,,,23.990000000000002,
,,,,,,,,
,,GST Amount,,,,,2.18,
,,,,,,,,
,,,,,,,,
,,EFTPOS,,,,,23.990000000000002,
,,,,,,,,
,,,,,,,,
2022-12-07 11:00:45,,,202.0,190621,TRACEY LANGE,,,
,,,,,,,,
